EmployeeNumber,Attrition,Age,Gender,MaritalStatus,DistanceFromHome,Education,EducationField,NumCompaniesWorked,TotalWorkingYears,TrainingTimesLastYear,Department,BusinessTravel,JobRole,JobLevel,OverTime,MonthlyIncome,HourlyRate,DailyRate,MonthlyRate,PercentSalaryHike,StockOptionLevel,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,JobInvolvement,PerformanceRating,YearsAtCompany,YearsSinceLastPromotion,YearsInCurrentRole,YearsWithCurrManager,
1539,No,50,Male,Single,22,Doctor,Medical,1,32,2,Research & Development,Travel_Frequently,Research Director,4,Yes,14411,88,333,24450,13,0,Very High,High,Better,Best,Low,3,32,13,6,9,
1541,No,34,Male,Married,7,College,Technical Degree,0,12,4,Sales,Travel_Rarely,Sales Representative,1,Yes,2308,55,1440,4944,25,1,High,Medium,Better,Good,High,4,11,5,10,7,
1542,No,42,Male,Married,2,Bachelor,Medical,4,4,3,Research & Development,Travel_Rarely,Laboratory Technician,1,No,4841,68,1210,24052,14,1,Medium,High,Better,Good,Medium,3,1,0,0,0,
1543,No,37,Male,Married,13,Bachelor,Medical,1,10,2,Research & Development,Travel_Rarely,Research Scientist,2,No,4285,47,674,3031,17,0,Very High,Low,Better,Bad,High,3,10,3,8,7,
1544,No,29,Female,Married,8,Below College,Other,3,9,3,Research & Development,Travel_Rarely,Healthcare Representative,2,No,9715,39,441,7288,13,1,Low,High,Better,Better,Low,3,7,0,7,7,
1545,No,33,Male,Single,25,Bachelor,Life Sciences,1,5,2,Research & Development,Travel_Rarely,Manufacturing Director,2,No,4320,44,575,24152,13,0,Medium,Very High,Better,Best,Medium,3,5,0,3,2,
1546,No,45,Male,Married,28,Bachelor,Technical Degree,4,8,3,Research & Development,Travel_Rarely,Research Scientist,1,No,2132,97,950,4585,20,1,Very High,Very High,Better,Best,High,4,5,0,4,3,
1547,No,42,Male,Married,2,Bachelor,Life Sciences,2,24,3,Research & Development,Travel_Frequently,Healthcare Representative,3,Yes,10124,40,288,18611,14,1,Very High,Very High,Bad,Better,High,3,20,13,8,9,
1548,No,40,Male,Married,9,College,Medical,0,9,5,Sales,Travel_Rarely,Sales Executive,2,No,5473,47,1342,19345,12,0,Low,Low,Best,Best,High,3,8,7,4,1,
1549,No,33,Male,Married,28,Master,Life Sciences,1,15,3,Research & Development,Travel_Rarely,Laboratory Technician,2,Yes,5207,79,589,22949,12,1,High,Medium,Better,Good,High,3,15,5,14,7,
1550,No,40,Male,Single,6,College,Medical,1,21,2,Human Resources,Travel_Rarely,Manager,4,Yes,16437,38,898,17381,21,0,Very High,High,Better,Best,High,4,21,7,7,7,
1551,No,24,Male,Divorced,21,College,Technical Degree,0,2,3,Research & Development,Travel_Rarely,Laboratory Technician,1,No,2296,57,350,10036,14,3,Low,High,Better,Good,Medium,3,1,0,1,0,
1552,No,40,Male,Divorced,8,College,Life Sciences,3,8,2,Research & Development,Non-Travel,Healthcare Representative,2,Yes,4069,72,1142,8841,18,0,Very High,Very High,Better,Better,High,3,2,2,2,2,
1553,No,45,Male,Divorced,1,Master,Technical Degree,1,10,4,Research & Development,Travel_Rarely,Healthcare Representative,3,No,7441,66,538,20933,12,3,Medium,Low,Better,Bad,High,3,10,7,8,7,
1554,No,35,Female,Married,28,Master,Life Sciences,0,6,5,Sales,Travel_Rarely,Sales Representative,1,No,2430,98,1402,26204,23,2,High,Medium,Better,Bad,Medium,4,5,4,3,2,
1555,No,32,Female,Married,5,College,Life Sciences,3,12,2,Research & Development,Travel_Rarely,Research Scientist,2,No,5878,67,824,15624,12,1,Medium,Very High,Better,Bad,Medium,3,7,2,1,5,
1556,No,36,Male,Single,2,Master,Life Sciences,3,7,3,Sales,Travel_Rarely,Sales Representative,1,Yes,2644,70,1157,17001,21,0,Very High,High,Good,Best,High,4,3,1,2,2,
1557,No,48,Female,Divorced,16,Master,Life Sciences,8,18,2,Sales,Travel_Rarely,Sales Executive,2,No,6439,96,492,13693,14,1,High,High,Better,Better,High,3,8,7,7,7,
1558,No,29,Male,Married,9,Bachelor,Life Sciences,6,5,2,Research & Development,Travel_Rarely,Research Scientist,1,No,2451,91,598,22376,18,2,High,High,Good,Bad,Very High,3,1,0,0,0,
1560,No,33,Male,Married,8,Master,Life Sciences,2,8,6,Sales,Travel_Rarely,Sales Executive,2,No,6392,46,1242,10589,13,1,Low,Low,Bad,Best,High,3,2,2,2,2,
1562,Yes,30,Male,Married,1,Bachelor,Life Sciences,1,10,4,Sales,Travel_Rarely,Sales Executive,2,No,9714,64,740,5323,11,1,Low,Medium,Better,Best,Medium,3,10,6,8,7,
1563,No,38,Male,Married,10,Master,Human Resources,3,10,2,Human Resources,Travel_Frequently,Human Resources,2,No,6077,71,888,14814,11,0,High,High,Better,Better,High,3,6,1,3,2,
1564,No,35,Male,Single,1,Bachelor,Medical,1,3,3,Research & Development,Travel_Rarely,Laboratory Technician,1,No,2450,68,992,21731,19,0,Low,Very High,Better,Good,Medium,3,3,1,0,2,
1568,No,30,Male,Married,29,Master,Technical Degree,3,9,3,Sales,Travel_Rarely,Sales Executive,3,No,9250,33,1288,17799,12,1,Medium,High,Better,Good,High,3,4,1,2,3,
1569,Yes,35,Female,Divorced,2,Bachelor,Life Sciences,1,1,2,Research & Development,Travel_Rarely,Laboratory Technician,1,Yes,2074,69,104,26619,12,1,Low,Low,Better,Best,High,3,1,0,0,0,
1572,Yes,53,Female,Married,2,Doctor,Technical Degree,0,34,4,Research & Development,Travel_Rarely,Manufacturing Director,3,No,10169,78,607,14618,16,1,Very High,High,Better,Good,Medium,3,33,1,7,9,
1573,Yes,38,Male,Married,2,Bachelor,Medical,4,7,2,Research & Development,Travel_Rarely,Manufacturing Director,2,No,4855,81,903,7653,11,2,Medium,High,Better,Bad,High,3,5,1,2,4,
1574,No,32,Male,Married,1,Master,Technical Degree,4,9,3,Research & Development,Non-Travel,Research Scientist,2,No,4087,62,1200,25174,14,1,Low,Very High,Good,Good,High,3,6,1,5,2,
1576,No,48,Female,Married,15,Master,Other,8,10,3,Research & Development,Travel_Rarely,Research Scientist,1,No,2367,65,1108,16530,12,1,Low,High,Good,Best,High,3,8,7,2,6,
1577,No,34,Male,Single,7,Master,Medical,1,1,4,Research & Development,Travel_Rarely,Research Scientist,1,No,2972,35,479,22061,13,0,Very High,Low,Bad,Better,High,3,1,0,0,0,
1578,No,55,Male,Married,26,Doctor,Marketing,1,36,3,Sales,Travel_Rarely,Manager,5,No,19586,60,685,23037,21,1,Very High,High,Better,Better,Medium,4,36,2,6,13,
1580,No,34,Male,Married,1,Master,Life Sciences,9,9,3,Research & Development,Travel_Rarely,Research Scientist,2,No,5484,45,1351,13008,17,1,Very High,Medium,Good,Good,High,3,2,2,2,1,
1581,No,26,Female,Married,3,Bachelor,Life Sciences,1,1,5,Research & Development,Travel_Rarely,Research Scientist,1,No,2061,89,474,11133,21,0,Very High,Low,Better,Bad,High,4,1,0,0,0,
1582,No,38,Male,Married,14,Bachelor,Life Sciences,0,10,3,Sales,Travel_Rarely,Sales Executive,2,No,9924,80,1245,12355,11,1,Medium,High,Better,Best,High,3,9,7,8,7,
1583,No,38,Female,Single,16,Bachelor,Life Sciences,2,8,5,Sales,Travel_Rarely,Sales Executive,2,No,4198,90,437,16379,12,0,Medium,Medium,Best,Good,High,3,3,1,2,2,
1585,No,36,Female,Single,1,Master,Life Sciences,6,15,5,Sales,Travel_Rarely,Sales Executive,2,No,6815,73,884,21447,13,0,High,Medium,Better,Bad,High,3,1,0,0,0,
1586,No,29,Male,Single,3,Below College,Medical,1,10,3,Research & Development,Travel_Rarely,Laboratory Technician,1,Yes,4723,87,1370,16213,18,0,Low,Medium,Better,Best,High,3,10,1,9,5,
1587,No,35,Female,Single,10,Master,Medical,3,10,4,Research & Development,Travel_Rarely,Healthcare Representative,2,Yes,6142,51,670,4223,16,0,High,Low,Better,Better,High,3,5,0,2,4,
1588,No,39,Male,Married,6,Bachelor,Medical,2,11,3,Sales,Travel_Rarely,Sales Executive,3,No,8237,38,1462,4658,11,1,High,Very High,Better,Bad,Very High,3,7,7,6,6,
1590,No,29,Male,Divorced,2,Below College,Life Sciences,1,6,0,Research & Development,Travel_Frequently,Healthcare Representative,2,No,8853,87,995,24483,19,1,Very High,Low,Best,Best,High,3,6,1,4,3,
1591,No,50,Male,Married,9,Bachelor,Marketing,4,27,2,Sales,Travel_Rarely,Manager,5,Yes,19331,59,264,19519,16,1,High,High,Better,Better,High,3,1,0,0,0,
1592,No,23,Male,Married,10,Bachelor,Technical Degree,2,4,2,Research & Development,Travel_Rarely,Research Scientist,1,No,2073,45,977,12826,16,1,High,Very High,Better,Best,Very High,3,2,2,2,2,
1594,No,36,Male,Married,6,Master,Life Sciences,3,9,3,Research & Development,Travel_Frequently,Laboratory Technician,2,Yes,5562,80,1302,19711,13,1,Low,Low,Better,Best,Very High,3,3,0,2,2,
1595,No,42,Male,Single,9,College,Other,8,24,2,Research & Development,Travel_Rarely,Manager,5,No,19613,93,1059,26362,22,0,Very High,Very High,Better,Best,Medium,4,1,0,0,1,
1596,No,35,Male,Married,28,Bachelor,Life Sciences,1,10,3,Research & Development,Travel_Rarely,Laboratory Technician,2,No,3407,46,750,25348,17,2,High,Medium,Good,Best,Very High,3,10,6,9,8,
1597,No,34,Male,Married,10,Master,Technical Degree,1,8,3,Research & Development,Travel_Frequently,Healthcare Representative,2,No,5063,92,653,15332,14,1,High,Very High,Good,Good,Medium,3,8,7,2,7,
1598,No,40,Female,Married,14,College,Life Sciences,1,5,2,Sales,Travel_Rarely,Sales Executive,2,No,4639,84,118,11262,15,1,Low,Very High,Better,Better,High,3,5,1,4,2,
1599,No,43,Male,Divorced,27,Bachelor,Technical Degree,5,8,0,Research & Development,Travel_Rarely,Laboratory Technician,1,No,4876,87,990,5855,12,1,Medium,Very High,Better,Better,Very High,3,6,0,4,2,
1601,No,35,Male,Married,7,College,Life Sciences,1,1,5,Research & Development,Travel_Rarely,Laboratory Technician,1,No,2690,63,1349,7713,18,1,Very High,High,Good,Best,Medium,3,1,0,0,1,
1602,No,46,Male,Single,1,Master,Life Sciences,1,27,5,Sales,Travel_Rarely,Manager,4,No,17567,56,563,3156,15,0,Low,Very High,Bad,Good,Very High,3,26,0,0,12,
1604,Yes,28,Male,Married,24,Bachelor,Medical,1,1,3,Research & Development,Travel_Rarely,Laboratory Technician,1,Yes,2408,51,329,7324,17,3,Medium,High,Better,Better,High,3,1,0,1,0,
1605,No,22,Female,Married,26,College,Other,1,4,2,Research & Development,Non-Travel,Research Scientist,1,Yes,2814,85,457,10293,14,0,High,Medium,Good,Good,Medium,3,4,1,2,3,
1606,No,50,Male,Married,20,Doctor,Medical,2,32,3,Research & Development,Travel_Frequently,Healthcare Representative,4,Yes,11245,41,1234,20689,15,1,High,Medium,Better,Better,High,3,30,12,8,13,
1607,No,32,Female,Married,5,Master,Other,3,6,3,Research & Development,Travel_Rarely,Research Scientist,1,No,3312,35,634,18783,17,2,Very High,Medium,Better,Best,Very High,3,3,0,2,2,
1608,No,44,Female,Divorced,7,Bachelor,Medical,0,23,4,Research & Development,Travel_Rarely,Research Director,5,Yes,19049,31,1313,3549,14,1,Very High,Medium,Good,Best,High,3,22,1,7,10,
1609,No,30,Male,Married,7,Bachelor,Medical,1,6,3,Research & Development,Travel_Rarely,Research Scientist,1,No,2141,48,241,5348,12,1,Medium,Medium,Good,Good,Medium,3,6,1,4,1,
1611,No,45,Female,Single,5,Doctor,Medical,1,10,3,Research & Development,Travel_Rarely,Laboratory Technician,2,Yes,5769,50,1015,23447,14,0,Low,High,Better,Bad,Low,3,10,1,7,4,
1612,No,45,Male,Married,26,Bachelor,Marketing,1,10,2,Sales,Non-Travel,Sales Executive,2,No,4385,52,336,24162,15,1,Low,Low,Better,Bad,Medium,3,10,4,7,5,
1613,No,31,Male,Single,2,Master,Other,7,10,3,Sales,Travel_Frequently,Sales Executive,2,No,5332,54,715,21602,13,0,Low,Very High,Better,Best,High,3,5,0,2,3,
1614,No,36,Female,Married,12,Master,Life Sciences,9,7,2,Research & Development,Travel_Rarely,Manufacturing Director,2,Yes,4663,76,559,12421,12,2,High,High,Better,Good,High,3,3,1,2,1,
1615,No,34,Male,Divorced,10,Master,Life Sciences,1,9,3,Research & Development,Travel_Frequently,Manufacturing Director,2,No,4724,42,426,17000,13,1,Very High,High,Better,Bad,Very High,3,9,7,7,2,
1617,No,49,Female,Married,25,Master,Life Sciences,1,10,3,Research & Development,Travel_Rarely,Laboratory Technician,1,No,3211,84,722,22102,14,1,Low,High,Good,Best,High,3,9,1,6,4,
1618,No,39,Male,Married,10,Doctor,Medical,2,10,3,Research & Development,Travel_Rarely,Manufacturing Director,2,No,5377,76,1387,3835,13,3,Low,Medium,Better,Best,High,3,7,7,7,7,
1619,No,27,Male,Divorced,19,Bachelor,Other,1,7,3,Research & Development,Travel_Rarely,Laboratory Technician,1,No,4066,67,1302,16290,11,2,Low,Very High,Better,Bad,Medium,3,7,0,7,7,
1621,No,35,Male,Married,18,Doctor,Life Sciences,1,16,2,Research & Development,Travel_Rarely,Research Scientist,2,No,5208,48,819,26312,11,0,Low,Medium,Better,Best,Very High,3,16,1,15,10,
1622,No,28,Female,Divorced,27,Bachelor,Medical,0,6,5,Research & Development,Travel_Rarely,Manufacturing Director,2,No,4877,39,580,20460,21,1,Low,Medium,Good,Good,Low,4,5,0,3,0,
1623,No,21,Male,Single,5,Below College,Medical,1,3,2,Research & Development,Travel_Rarely,Research Scientist,1,No,3117,97,546,26009,18,0,Very High,High,Better,Better,High,3,2,2,2,2,
1624,Yes,18,Female,Single,3,College,Medical,1,0,2,Sales,Travel_Frequently,Sales Representative,1,Yes,1569,70,544,18420,12,0,Very High,Medium,Best,Better,High,3,0,0,0,0,
1625,No,47,Female,Married,26,Master,Life Sciences,3,27,2,Human Resources,Travel_Rarely,Manager,5,No,19658,98,1176,5220,11,1,High,Very High,Better,Better,High,3,5,1,2,0,
1627,No,39,Male,Divorced,3,College,Medical,0,11,3,Research & Development,Travel_Rarely,Laboratory Technician,2,No,3069,76,170,10302,15,1,High,High,Better,Best,Medium,3,10,0,8,7,
1628,No,40,Female,Married,15,Bachelor,Life Sciences,1,18,2,Research & Development,Travel_Rarely,Manufacturing Director,3,No,10435,80,884,25800,13,2,High,Low,Better,Best,Medium,3,18,14,15,12,
1630,No,35,Female,Married,8,Master,Life Sciences,1,15,5,Research & Development,Non-Travel,Healthcare Representative,2,No,4148,52,208,12250,12,1,High,High,Better,Best,High,3,14,2,11,9,
1631,No,37,Male,Married,19,Bachelor,Life Sciences,3,9,2,Research & Development,Travel_Rarely,Manufacturing Director,2,No,5768,85,671,26493,17,3,High,High,Good,Bad,High,3,4,0,3,2,
1633,No,39,Female,Single,4,Bachelor,Medical,0,10,2,Research & Development,Travel_Frequently,Manufacturing Director,2,No,5042,81,711,3140,13,0,High,Low,Bad,Best,High,3,9,3,2,8,
1635,No,45,Female,Divorced,2,College,Other,1,10,3,Research & Development,Travel_Rarely,Manufacturing Director,2,No,5770,59,1329,5388,19,2,Very High,Very High,Better,Bad,Medium,3,10,3,7,9,
1638,No,38,Female,Married,2,College,Medical,3,10,6,Research & Development,Travel_Rarely,Manufacturing Director,3,Yes,7756,54,397,14199,19,1,High,Very High,Best,Best,Medium,3,5,0,4,2,
1639,Yes,35,Male,Married,10,Bachelor,Medical,9,15,3,Sales,Travel_Rarely,Sales Executive,3,No,10306,55,737,21530,17,0,Low,Very High,Better,Better,Medium,3,13,6,12,0,
1640,No,37,Female,Married,10,Bachelor,Medical,1,8,2,Research & Development,Travel_Rarely,Research Scientist,1,No,3936,71,1470,9953,11,1,Medium,Medium,Bad,Bad,High,3,8,7,4,7,
1641,No,40,Female,Single,16,Bachelor,Life Sciences,6,18,2,Research & Development,Travel_Rarely,Manufacturing Director,3,Yes,7945,84,448,19948,15,0,Very High,High,Good,Best,High,3,4,3,2,3,
1642,No,44,Male,Married,1,Doctor,Human Resources,4,14,3,Human Resources,Travel_Frequently,Human Resources,2,Yes,5743,37,602,10503,11,0,Very High,Low,Better,Better,High,3,10,0,7,2,
1644,No,48,Male,Married,4,Doctor,Medical,2,23,3,Research & Development,Travel_Frequently,Manager,4,No,15202,89,365,5602,25,1,Very High,High,Better,Good,Medium,4,2,2,2,2,
1645,Yes,35,Male,Divorced,15,College,Medical,6,7,2,Sales,Travel_Rarely,Sales Executive,2,Yes,5440,59,763,22098,14,2,Very High,Low,Good,Best,Low,3,2,2,2,2,
1646,No,24,Female,Single,2,Below College,Technical Degree,1,6,2,Research & Development,Travel_Frequently,Research Scientist,1,Yes,3760,32,567,17218,13,0,Very High,Low,Better,Better,High,3,6,1,3,3,
1647,No,27,Female,Married,8,Bachelor,Medical,7,5,0,Research & Development,Travel_Rarely,Research Scientist,1,No,3517,86,486,22490,17,0,High,Medium,Better,Bad,Very High,3,3,0,2,2,
1648,No,27,Male,Single,2,Bachelor,Medical,2,6,0,Research & Development,Travel_Frequently,Research Scientist,1,No,2580,87,591,6297,13,0,Very High,Very High,Good,Better,High,3,4,1,2,2,
1649,Yes,40,Male,Single,7,Bachelor,Life Sciences,3,10,3,Research & Development,Travel_Rarely,Laboratory Technician,1,Yes,2166,73,1329,3339,14,0,Low,Low,Bad,Good,High,3,4,0,2,3,
1650,No,29,Male,Single,10,Bachelor,Medical,9,8,2,Sales,Travel_Rarely,Sales Executive,2,No,5869,42,469,23413,11,0,High,High,Better,Better,Medium,3,5,1,2,4,
1651,No,36,Female,Married,5,Master,Life Sciences,4,9,6,Research & Development,Travel_Rarely,Healthcare Representative,3,No,8008,42,711,22792,12,2,Low,Medium,Better,Better,High,3,3,0,2,2,
1653,No,25,Male,Divorced,2,Below College,Life Sciences,1,7,6,Research & Development,Travel_Frequently,Manufacturing Director,2,No,5206,77,772,4973,17,2,High,Very High,Better,Better,Very High,3,7,0,7,7,
1654,No,39,Male,Married,12,Bachelor,Medical,4,7,3,Research & Development,Travel_Rarely,Manufacturing Director,2,No,5295,66,492,7693,21,0,Medium,Very High,Better,Better,High,4,5,1,4,0,
1655,No,49,Female,Married,22,Master,Other,3,27,2,Research & Development,Travel_Rarely,Research Director,4,No,16413,72,301,3498,16,2,Medium,Low,Better,Good,High,3,4,1,2,2,
1656,No,50,Female,Divorced,17,Doctor,Life Sciences,5,19,3,Research & Development,Travel_Rarely,Research Director,3,No,13269,50,813,21981,15,3,Low,Very High,Better,Better,Medium,3,14,1,11,11,
1657,No,20,Female,Single,2,Bachelor,Medical,1,2,3,Sales,Travel_Rarely,Sales Representative,1,No,2783,31,1141,13251,19,0,High,High,Better,Bad,High,3,2,2,2,2,
1658,No,34,Female,Divorced,3,Bachelor,Life Sciences,1,11,2,Research & Development,Travel_Rarely,Research Scientist,2,No,5433,66,1130,19332,12,1,Medium,Very High,Better,Better,High,3,11,7,8,9,
1659,No,36,Male,Single,7,Bachelor,Life Sciences,2,15,4,Research & Development,Travel_Rarely,Laboratory Technician,1,No,2013,77,311,10950,11,0,Medium,Low,Better,Better,High,3,4,1,3,3,
1661,No,49,Female,Married,6,Below College,Life Sciences,2,30,3,Research & Development,Travel_Rarely,Healthcare Representative,4,Yes,13966,41,465,11652,19,1,High,High,Better,Good,Medium,3,15,2,11,12,
1662,No,36,Female,Married,1,Master,Medical,0,4,6,Research & Development,Non-Travel,Manufacturing Director,2,No,4374,33,894,15411,15,0,High,Very High,Better,Better,Medium,3,3,1,2,2,
1664,No,36,Male,Divorced,3,College,Life Sciences,6,13,3,Research & Development,Travel_Rarely,Healthcare Representative,2,No,6842,79,1040,26308,20,1,Low,Very High,Better,Bad,Very High,4,5,0,4,4,
1665,No,54,Female,Married,22,Doctor,Medical,3,36,6,Research & Development,Travel_Rarely,Manager,4,No,17426,91,584,18685,25,1,High,Medium,Better,Better,High,4,10,4,8,7,
1666,No,43,Male,Married,15,College,Life Sciences,1,14,3,Research & Development,Travel_Rarely,Research Director,4,No,17603,65,1291,3525,24,1,High,High,Better,Bad,Medium,4,14,6,10,11,
1667,Yes,35,Male,Single,12,Master,Other,3,13,2,Sales,Travel_Frequently,Sales Executive,2,Yes,4581,36,880,10414,24,0,Very High,Very High,Best,Bad,High,4,11,6,9,7,
1668,No,38,Male,Married,1,Bachelor,Life Sciences,7,19,4,Research & Development,Travel_Frequently,Research Scientist,2,No,4735,90,1189,9867,15,2,Very High,Very High,Best,Best,High,3,13,2,11,9,
1669,No,29,Male,Divorced,5,Bachelor,Medical,1,10,3,Sales,Travel_Rarely,Sales Executive,2,Yes,4187,43,991,3356,13,1,Medium,Low,Good,Good,Medium,3,10,0,0,9,
1670,No,33,Male,Divorced,2,Master,Medical,1,6,5,Sales,Travel_Rarely,Sales Executive,2,No,5505,93,392,3921,14,2,Very High,Very High,Better,Better,High,3,6,0,2,4,
1671,No,32,Male,Divorced,2,Bachelor,Medical,0,10,4,Research & Development,Travel_Rarely,Research Scientist,2,No,5470,45,977,25518,13,2,Medium,Very High,Good,Better,High,3,9,1,5,6,
1673,No,31,Female,Married,5,Master,Life Sciences,1,10,2,Sales,Travel_Rarely,Sales Executive,2,No,5476,67,1112,22589,11,2,Very High,Low,Better,Bad,High,3,10,0,0,2,
1674,No,49,Female,Divorced,16,Bachelor,Medical,4,17,2,Research & Development,Travel_Rarely,Laboratory Technician,1,Yes,2587,74,464,24941,16,1,Low,Very High,Good,Good,High,3,2,2,2,2,
1675,No,38,Female,Single,2,Bachelor,Medical,1,4,3,Research & Development,Travel_Frequently,Laboratory Technician,1,No,2440,42,148,23826,22,0,Medium,Very High,Better,Good,Medium,4,4,3,3,3,
1676,No,47,Female,Divorced,2,Master,Life Sciences,6,29,2,Sales,Travel_Rarely,Manager,4,No,15972,47,1225,21086,14,3,Medium,Medium,Better,Better,Very High,3,3,1,2,2,
1677,No,49,Male,Single,1,Bachelor,Life Sciences,4,23,2,Research & Development,Travel_Rarely,Manager,4,No,15379,36,809,22384,14,0,High,High,Better,Bad,High,3,8,0,7,0,
1678,No,41,Male,Single,23,College,Life Sciences,3,21,2,Sales,Travel_Rarely,Sales Executive,3,Yes,7082,80,1206,11591,16,0,High,Very High,Better,Best,High,3,2,0,0,2,
1680,No,20,Male,Single,9,Below College,Life Sciences,1,2,3,Sales,Travel_Rarely,Sales Representative,1,No,2728,54,727,21082,11,0,Low,Very High,Better,Bad,High,3,2,0,2,2,
1681,No,33,Female,Divorced,16,Bachelor,Life Sciences,1,7,2,Sales,Non-Travel,Sales Executive,2,Yes,5368,36,530,16130,25,1,Very High,High,Better,Better,High,4,6,1,5,2,
1682,No,36,Male,Married,26,Master,Life Sciences,6,10,2,Research & Development,Travel_Rarely,Healthcare Representative,2,No,5347,80,1351,7419,14,2,High,Low,Good,Good,High,3,3,0,2,2,
1683,No,44,Female,Divorced,1,Bachelor,Life Sciences,4,8,2,Human Resources,Travel_Rarely,Human Resources,1,Yes,3195,44,528,4167,18,3,Very High,High,Better,Bad,High,3,2,2,2,2,
1684,Yes,23,Male,Single,8,Below College,Medical,1,5,2,Research & Development,Travel_Rarely,Laboratory Technician,1,Yes,3989,93,1320,20586,11,0,High,Very High,Better,Bad,Medium,3,5,1,4,2,
1687,No,38,Female,Married,4,College,Medical,7,7,5,Research & Development,Travel_Rarely,Laboratory Technician,1,No,3306,87,1495,26176,19,1,High,Very High,Good,Best,High,3,0,0,0,0,
1689,No,53,Male,Married,24,Master,Medical,3,11,2,Research & Development,Travel_Rarely,Healthcare Representative,3,No,7005,48,1395,3458,15,0,Very High,Medium,Better,Better,Very High,3,4,1,3,2,
1691,Yes,48,Female,Married,7,College,Medical,2,19,3,Sales,Travel_Frequently,Sales Representative,1,Yes,2655,95,708,11740,11,2,High,Very High,Better,Better,High,3,9,7,7,7,
1692,Yes,32,Male,Single,2,Master,Life Sciences,1,1,2,Research & Development,Travel_Rarely,Laboratory Technician,1,No,1393,95,1259,24852,12,0,Medium,Very High,Better,Bad,High,3,1,0,0,0,
1693,No,26,Male,Single,7,Bachelor,Medical,1,7,5,Research & Development,Non-Travel,Laboratory Technician,1,No,2570,76,786,11925,20,0,Very High,Very High,Better,Better,High,4,7,5,7,7,
1694,No,55,Male,Divorced,22,Bachelor,Technical Degree,5,8,1,Research & Development,Travel_Rarely,Research Scientist,1,No,3537,94,1441,23737,12,1,Medium,Low,Better,Best,Medium,3,4,1,2,2,
1696,No,34,Male,Married,5,College,Medical,1,15,3,Research & Development,Travel_Rarely,Laboratory Technician,2,No,3986,57,1157,11912,14,1,Very High,Medium,Best,Better,Medium,3,15,4,10,13,
1697,No,60,Male,Divorced,1,Master,Medical,3,19,2,Research & Development,Travel_Rarely,Healthcare Representative,3,No,10883,92,370,20467,20,1,Very High,High,Best,Better,Low,4,1,0,0,0,
1698,No,33,Male,Married,21,Bachelor,Medical,1,14,6,Research & Development,Travel_Rarely,Laboratory Technician,1,No,2028,79,267,13637,18,3,Medium,Medium,Better,Best,Very High,3,14,2,11,13,
1700,No,37,Male,Divorced,1,Master,Medical,1,6,2,Sales,Travel_Frequently,Sales Executive,2,No,9525,31,1278,7677,14,2,Very High,High,Good,Better,Low,3,6,1,3,3,
1701,No,34,Female,Married,19,Bachelor,Life Sciences,1,10,3,Research & Development,Travel_Rarely,Research Scientist,1,No,2929,35,678,20338,12,0,Very High,Medium,Better,Good,Medium,3,10,8,9,7,
1702,Yes,23,Male,Divorced,7,Bachelor,Life Sciences,1,3,2,Sales,Travel_Rarely,Sales Representative,1,Yes,2275,99,427,25103,21,1,Very High,High,Better,Good,High,4,3,0,2,2,
1703,No,44,Female,Married,2,Bachelor,Life Sciences,1,9,2,Research & Development,Travel_Rarely,Healthcare Representative,3,Yes,7879,96,921,14810,19,1,Very High,High,Better,Good,Very High,3,8,6,7,7,
1704,No,35,Male,Single,2,Master,Medical,0,6,2,Research & Development,Travel_Frequently,Research Scientist,1,Yes,4930,79,146,13970,14,0,Very High,Low,Best,Better,Medium,3,5,1,4,4,
1706,No,43,Male,Married,2,Bachelor,Medical,1,10,3,Sales,Travel_Rarely,Sales Executive,2,Yes,7847,73,1179,6069,17,1,Very High,Very High,Better,Bad,High,3,10,8,9,8,
1707,No,24,Male,Married,9,Bachelor,Medical,1,5,1,Research & Development,Travel_Rarely,Research Scientist,1,No,4401,62,581,17616,16,1,High,High,Better,Best,Very High,3,5,0,3,4,
1708,No,41,Male,Single,6,Bachelor,Marketing,1,10,3,Sales,Travel_Rarely,Sales Executive,3,No,9241,35,918,15869,12,0,High,Very High,Better,Good,High,3,10,8,8,7,
1709,No,29,Female,Married,9,Master,Medical,9,9,2,Research & Development,Travel_Rarely,Laboratory Technician,1,No,2974,43,1082,25412,17,1,High,Very High,Better,Better,High,3,5,1,3,2,
1710,No,36,Female,Single,2,Master,Life Sciences,3,17,2,Sales,Travel_Rarely,Sales Representative,2,No,4502,51,530,7439,15,0,Very High,High,Good,Better,High,3,13,6,7,7,
1712,No,45,Male,Married,1,Below College,Life Sciences,3,25,3,Research & Development,Non-Travel,Healthcare Representative,3,No,10748,74,1238,3395,23,1,High,High,Good,Best,Medium,4,23,14,15,4,
1714,Yes,24,Male,Married,22,Below College,Human Resources,1,1,2,Human Resources,Travel_Rarely,Human Resources,1,No,1555,58,240,11585,11,1,High,Very High,Better,Better,Low,3,1,0,0,0,
1716,Yes,47,Male,Married,9,Bachelor,Life Sciences,7,25,3,Sales,Travel_Frequently,Sales Executive,4,No,12936,82,1093,24164,11,0,High,High,Bad,Better,Low,3,23,14,5,10,
1718,No,26,Male,Married,17,Master,Medical,1,3,3,Research & Development,Travel_Rarely,Laboratory Technician,1,No,2305,62,390,6217,15,3,High,Very High,Best,Better,Low,3,3,0,2,2,
